text,label
when it comes to the topic of climate change other world leaders at the g20 summit in hamburg have come to the conclusion that since donald trump s controversial decision to pull the u s out of the paris climate accord they can get along just fine as a g19 at the summit s conclusion the leaders of the other 19 countries took into account trump s move to abandon the global climate agreement and then signed off on a detailed blueprint for a new policy the g20 climate and energy action plan for growth that outlines how their countries can meet their future goals on carbon emissions in the pact without the president of the united states the move ended three days of tough negotiations of how to respond to trump s dubious june 1 decision this is a clear indication that the u s has isolated itself on climate change once again and is falling back while all other major economies step up and compete in the clean energy marketplace created by the paris agreement estimated to be worth over 20 trillion dollars said andrew light a senior climate change adviser at the state department under former president barack obama initially the g20 leaders had great difficulty in coming to an agreement on a common text on climate change with america demanding a reference to fossil fuels the climate section that was eventually signed off on took note of the us withdrawing from the paris agreement with other countries describing it as irreversible yet also optimistically hinting that the country may one day buy back into the pact with references to the us approach to fossil fuels stating the united states of america states it will endeavor to work closely with other countries to help them access and use fossil fuels more cleanly and efficiently french president emmanuel macron said he would continue to put pressure on president trump on the issue of climate change and may even hold a follow up summit meeting in paris in december to move the paris deal forward featured image via ukas michael pool getty images,fake
iran is using the billions in cash resources provided under the landmark nuclear deal to engage in an unprecedented military buildup meant to transform the islamic republic s fighting force into an offensive juggernaut according to a largely unreported announcement by iranian military leaders that has sparked concern among u s national security insiders and sources on capitol hill the shocking truth behind the us iran nuclear deal as wsj reports is that john kerry and the obama administration airlifted 1 7bn of cash in compromise payments read bribe to tehran to ensure the release of 4 captured sailors coincidentally the same weekend as the signing of the nuclear deal wooden pallets stacked with euros swiss francs and other currencies were flown into iran on an unmarked cargo plane according to these officials the u s procured the money from the central banks of the netherlands and switzerland they said of course senior u s officials denied any link between the payment and the prisoner exchange they say the way the various strands came together simultaneously was coincidental not the result of any quid pro quo zero hedgeit now appears that obama s chickens are coming home to roost iranian officials announced late last month that iran s defense budget had increased by 145 percent under president hassan rouhani and that the military is moving forward with a massive restructuring effort aimed at making it a forward moving force according to regional reports iranian leaders have stated since the iran deal was enacted that they are using the massive amounts of cash released under the agreement to fund the purchase of new military equipment and other armaments iran also has pursued multi million dollar arms deals with russia since economic sanctions were nixed as part of the deal leading members of congress and u s officials working on the iran portfolio suspect that at least a portion of the obama administration s 1 7 billion cash payment to iran has been used to fund and support terrorists in the middle east the latest disclosure about iran s military buildup is further fueling concerns that u s cash assets returned to the country which were released with no strings attached by the obama administration are helping iran pursue a more aggressive military stance against u s forces in the region president obama flat out caved in to iran when he handed them the disastrous nuclear deal and 1 7 billion in cash payments that could assist iran s military rep sean duffy r wis an opponent of the nuclear deal told the washington free beacon so it s no surprise that the world s lead sponsor of terrorism would feel emboldened to become more aggressive in the region and flex its military muscle iranian brigadier general kiumars heidari announced the military buildup during iran s annual army day while the announcement did not grab many headlines in the western media national security insiders have been discussing the announcement for weeks according to conversations with multiple sources iran s goal is to turn its army into an offensive force a major shift from its historic role as a support agent for the iranian revolutionary guards corps or irgc iran s extremely well funded primary fighting force for entire story washington free beacon,fake
could it be that expert bomb maker ibrahim al asiri is trying to use an electronic device to take down a jet ibrahim al asiri has a long track record of bombing including trying to blow up a detroit bound jet using explosives in underwear remember that the underwear bomber was thankfully caught but these people are constantly trying to discover new ways to terrorize people advanced bomb making techniques such as those taught by mr asiri have alarmed security services in the past in july 2014 the us requested enhanced security checks on all direct flights to the us in response to a credible threat security experts say that the warning was triggered by a fear that some of al qaeda s sophisticated bomb making expertise such as that pioneered by mr asiri had proliferated out of yemen to syria for more information on al asiri profile al qaeda bomb maker ibrahim al asirithe us has announced a ban on electronic devices from cabin baggage on flights from eight mainly middle eastern and north african countries the measure will affect nine airlines operating out of 10 airports large electronic devices will only be allowed on board in checked baggage phones are exempt from the new rules us officials said the airlines had been given 96 hours beginning at 07 00 gmt on tuesday to ban devices bigger than a mobile phone or smartphone from cabins they said the ban had no end date the airports affected are queen alia international amman jordan cairo international airport egypt ataturk airport istanbul turkey king abdulaziz international jeddah saudi arabia king khalid international riyadh saudi arabia kuwait international airport mohammed v international casablanca morocco hamad international doha qatar dubai international united arab emirates abu dhabi international united arab emiratesthe nine airlines are royal jordanian egypt air turkish airlines saudi arabian airlines kuwait airways royal air maroc qatar airways emirates etihad airwayshomeland security secretary john kelly called members of congress over the weekend to explain the security issues behind the ban congressional aides said the restrictions had been under consideration for several weeks us media said in february 2016 an aircraft operated by the dubai based carrier daallo was damaged by an explosion shortly after take off from the somali capital mogadishu investigators said a passenger who was sucked out of the plane had been carrying a laptop bomb the pilot managed to land and the alleged bomber was the only fatality had the device gone off at cruising altitude the plane would almost certainly have been destroyed the islamist militant group al shabab which is linked to al qaeda claimed that it was responsible the possibility of further such attacks is apparently what is now concerning american spies read more bbc,fake
first the mafia announced that they re all done playing games with these freeloaders and now the government is putting them on notice they re will be no more fun and games for these muslim migrants the italian interior minister has suggested that asylum seekers should work for free as the country creaks under the burden of thousands of immigrants arriving via the mediterranean sea each week angelino alfano made the announcement yesterday in a meeting with regional mayors as it was reported that another 9 000 migrants flocked to italy this week alone italian officials have repeatedly called for assistance in rescuing and resettling migrants crossing from north africa into europe more than 30 000 migrants have crossed the mediterranean into italy so far this year and tensions and tensions are only increasing with anti migrant rhetoric from politicians and locals threatening to turn into violence in the meeting alfano said we must ask the municipalities to apply our directive and make migrants work for free rather than leave them with nothing to do they should make them work the statement echoed a previous announcement by the italian interior ministry s immigration chief mario morcone who said that migrants should be employed on environmental projects for the common good where they would only qualify for health insurance and would not be paid a salary asylum seekers cannot legally work in italy until six months after they have applied for a work permit meaning that many of them are unemployed the recent deluge has also created regional tensions with val d aoste in northwestern italy saying on wednesday that they will refuse to accept any additional migrants in response to the deaths of thousands of migrants being smuggled across the mediterranean the european union last month promised to triple its funding to maritime operations in the region via europe newsweek,fake
the american taxpayers are on the hook for less than predicted but this is still huge it was obama s green energy scam with companies like solyndra that was like flushing millions and billions down the toilet taxpayers are on the hook for more than 2 2 billion in expected costs from the federal government s energy loan guarantee programs according to a new audit monday that suggests the controversial projects may not pay for themselves as officials had promised nearly 1 billion in loans have already defaulted under the energy department program which included the infamous solyndra stimulus project and dozens of other green technology programs the obama administration has approved totaling nearly about 30 billion in taxpayer backing the government accountability office reported in its audit the hefty 2 2 billion price tag is actually an improvement over initial estimates which found the government was poised to face 4 billion in losses from the loan guarantees but as the projects have come to fruition they ve performed better leaving taxpayers with a shrinking though still sizable liability as of november 2014 doe estimates the credit subsidy cost of the loans and loan guarantees in its portfolio that is the total expected net cost over the life of the loans to be 2 21 billion including 807 million for loans that have defaulted the gao said in its report to congress the green program loan guarantees were created in a 2005 law and boosted by the 2009 stimulus the first applications were approved in 2009 and through 2014 the obama administration had issued some 38 loans and guarantees covering 34 projects ranging from nuclear power plants to fuel efficient vehicles to solar panels and wind generation technology read more washington times,fake
how about america calls him out for arming isis with our tax dollars russian president vladimir putin on sunday branded u s support for rebel forces in syria as illegal and ineffective saying u s trained rebels were leaving to join islamic state with weapons supplied by washington in an interview with u s networks recorded ahead of a meeting with u s president barack obama putin said syrian president bashar al assad deserved international support as he was fighting terrorist organizations obama and putin are scheduled to talk on monday after putin addresses the united nations although white house and kremlin officials have disagreed on what the two leaders will discuss and even who initiated the meeting in my opinion provision of military support to illegal structures runs counter to the principles of modern international law and the united nations charter he said in an excerpt of an interview with u s television networks cbs and pbs released by the kremlin russia has stepped up its military involvement in syria in recent weeks with u s officials accusing moscow of sending combat aircraft tanks and other equipment to help the syrian army russia s sudden military build up this month in support of assad and a refugee crisis that has spilled over from the region into europe have lent new urgency to attempts to resolve the syria conflict via reuters,fake
this data breach could affect every federal agency chinese hackers the federal government is notifying millions of employees as it works to assess the impact of a massive data breach involving the agency that handles security clearances and employee records a foreign entity or government is believed to be behind the cyber attack u s officials are investigating whether chinese hackers were involved reuters reported citing a source familiar with the matter the fbi is working with our interagency partners to investigate this matter we take all potential threats to public and private sector systems seriously and will continue to investigate and hold accountable those who pose a threat in cyberspace an fbi spokesman told cnbc a congressional aide familiar with the situation who declined to be named because he was not authorized to discuss it says the office of personnel management and the interior department were hacked a second u s official who also declined to be identified said the data breach could potentially affect every federal agency the opm plans to notify approximately 4 million individuals whose personally identifiable information pii may have been compromised in the breach the agency said in a release since the investigation is on going additional pii exposures may come to light in that case opm will conduct additional notifications as necessary the release said read more cnbc,fake
obama leaves u s a 9 335 000 000 000 deeper in debt,fake
birds of a feather flock together dirty politics follows obama and clinton so here s yet another example of these two scumbags doing underhanded deals and lying their way through every situation obama s state department is blocking correspondence from hillary clinton and her top state department aides about a controversial 12 nation trade deal will not be available for public review at least not until after the election the obama administration abruptly stopped the release of clinton s state department correspondence about the so called trans pacific partnership tpp after first saying it expected to produce the emails this spring the decision came in response to international business times open records request for correspondence between clinton s state department office and the united states trade representative the request which was submitted in july 2015 specifically asked for all such correspondence that made reference to the tpp the state department originally said it estimated the request would be completed by april 2016 last week the agency said it had completed the search process for the correspondence but also said it was delaying the completion of the request until late november 2016 weeks after the presidential election the delay was issued in the same week the obama administration filed a court motion to try to kill a lawsuit aimed at forcing the federal government to more quickly comply with open records requests for clinton era state department documents clinton s shifting positions on the tpp have been a source of controversy during the campaign she repeatedly promoted the deal as secretary of state but then in 2015 said i did not work on tpp even though some leaked state department cables show that her agency was involved in diplomatic discussions about the pact under pressure from her democratic primary opponent bernie sanders clinton announced in october that she now opposes the deal and has disputed that she ever fully backed it in the first place while some tpp related emails have been released by the state department as part of other open records requests ibt s request was designed to provide a comprehensive view of how involved clinton and her top aides were in shaping the trade agreement and whether her agency had a hand in crafting any particular provisions in the pact unions environmental organizations and consumer groups say the agreement will help corporations undermine domestic labor conservation and other public interest laws via gateway pundit,fake
iran may have received an additional 33 6 billion in secret cash and gold payments facilitated by the obama administration between 2014 and 2016 according to testimony provided before congress by an expert on last summer s nuclear agreement with iran between january 2014 and july 2015 when the obama administration was hammering out the final details of the nuclear accord iran was paid 700 million every month from funds that had previously been frozen by u s sanctions a total of 11 9 billion was ultimately paid to iran but the details surrounding these payments remain shrouded in mystery according to mark dubowitz executive director at the foundation for defense of democracies in total iran may have received as much as 33 6 billion in cash or in gold and other precious metals dubowitz disclosed new questions about these payments are emerging following confirmation from top obama administration officials on thursday that it was forced to pay iran 1 7 billion in cash prior to the release of several u s hostages earlier this year the administration insisted that cash had to be used for this payment read more wfb,fake
so much for the us refusing to work with countries who are guilty of some of the worst human rights violations in the world from human rights watch vietnam s human rights record remains dire in all key areas a one party communist state suppresses virtually all forms of political dissent using a broad array of repressive measures freedom of expression association and assembly are tightly controlled the police routinely use torture and beatings to extract confessions and punish detainees religious minorities and activists are harassed intimidated and imprisoned the criminal justice system lacks independence and operates under the direction of the government and party state run drug rehabilitation centers exploit detainees as forced laborers making goods for local markets and export despite the pressure increasing numbers of courageous bloggers and activists are vocal in calling for democracy and greater freedoms a coalition of 14 human rights groups strongly condemns the feb 2014 decision by an appeals court upholding a 30 month prison sentence for vietnamese human rights lawyer and blogger le quoc quan mr quan has been detained since december 2012 the groups believe mr quan s detention is politically motivated and a reaction to his blog where he frequently exposes human rights violations by the vietnamese government mr quan is a victim of a coordinated government crackdown on bloggers citizen journalists and pro democracy activists meanwhile president barack obama met tuesday with vietnamese communist party leader nguy n ph tr ng in the hopes of strengthening ties between the two nations the president also welcomes the opportunity to discuss other issues including the trans pacific partnership human rights and bilateral defense cooperation the white house said in a statement the meeting came nearly four decades after the vietnam war since that time the two countries have made efforts to improve diplomatic relations in just the past two years obama has met with vietnam s president tr ng t n sang and prime minister nguy n t n d ng like in any relations between two countries in the world vietnam and the u s have differences on a number of issues such as perception on democracy human rights and trade tr ng wrote according to npr to resolve differences i believe the most effective way would be open and constructive dialogues via daily caller,fake
state department spokeswoman heather nauert did a great job of defending the u s move to pull out of a un organization that has been connected to terrorist organizations hostile to israel israel immediately praised the move by the trump administration and announced they will follow the u s will withdraw from united nations educational scientific and cultural organization unesco citing financial reasons and anti israel bias this decision was not taken lightly and reflects u s concerns with mounting arrears at unesco the need for fundamental reform in the organization and continuing anti israel bias at unesco state department spokeswoman heather nauert said in a statement thursday the u s withdrawal will take effect on dec 31 the u s will remain in the cultural organization as a non member observer unesco director general irina bokova said in a statement that she wishes to express profound regret at the u s decision nauert s statement did not include any examples of anti israel bias and bokova appeared to push back at this suggestion read more dc,fake
president barack obama and first lady michelle obama hosted a reception for black history month in the east room of the white house on thursday,fake
one of the many benefits of legalizing the sale of marijuana for recreational use is all the new tax revenue that states are taking in oregon is now reaping the financial benefits of legalizing the sale of the marijuana reports show that just after one month oregon has taken in 3 48 million dollars in new tax revenue this is incredible news for the state of oregon the state initially expected to bring in a total of 2 million dollars of new tax revenue from marijuana sales for the entire year not every county and city in oregon has chosen to allow the sale of marijuana that means 19 counties in oregon will receive a share of the tax revenue oregon live reports on some of the details of the state s marijuana tax policy oregon s medical marijuana stores have been allowed to sell a limited amount of cannabis flowers as well as starter marijuana plants and seeds to anyone 21 and older since last october the state s temporary 25 percent tax didn t kick in until jan 1 that tax will eventually be replaced with one ranging from 17 percent to 20 percent once the oregon liquor control commission assumes control over recreational marijuana sales later this year the legislature set the base tax rate at 17 percent but cities and counties may adopt ordinances that add up to 3 percent more next year the first full year of sales under the liquor commission state economists expect recreational cannabis sales to generate 10 75 million in tax revenue after the state covers startup costs that number is expected to climb to 62 42 million for the 2017 2019 biennium other states that have legalized recreational marijuana have received similar tax windfalls colorado the first state in the u s to legalize marijuana took in 135 million dollars in taxes and fees in 2015 colorado is pumping most of their new tax dollars into schools and other education initiatives the state of washington raised 67 5 million dollars in tax revenue from recreational marijuana in 2015 they are expected to raise more than 1 billion dollars over four years this money goes into washington s general fund and to help fund health services of course marijuana is still illegal on the federal level so far the federal government has decided to respect state s marijuana laws the federal government s attitude towards recreational marijuana can change for better or worse depending on the whim of the administration in charge featured image from katheirne hitt via flickr,fake
priorities priorities arizona sen john mccain wants a subpoena issued immediately for the head of the environmental protection agency to attend a hearing in his home state on the colorado mine disaster the agency caused last year the august disaster caused an uncontrolled rupture of an abandoned gold mine that caused 3 million gallons of toxic sludge to spill into the animas river which sullied the waterways of three states it s my understanding that the epa has decided not to send a representative to this field hearing the arizona republican said wednesday requesting that the chairman of the senate indian affairs committee issue a subpoena epa s response is unacceptable it s a violation of our obligation to protect the interests of native americans and their tribes and epa must be present at this hearing i respectfully request that the committee issue a subpoena for epa administrator gina mccarthy to appear at the field hearing the hearing will be held on earth day april 22 which is a big day for the epa mccarthy is expected to be part of president obama s delegation to new york for a climate change meeting at the united nations obama plans to sign a deal he agreed to in paris to cut greenhouse gas emissions with nearly 200 other countries to fight global warming the field hearing will be held in phoenix at the request of american indian tribes affected by the toxic spill that crossed through navajo land the epa said it would send testimony from a high ranking agency official in lieu of an actual official attending via washington examiner,fake
president elect donald j trump s economic advisor steve moore told neil cavuto the incoming administration may introduce two separate tax bills to increase chances of prompt congressional approval moore says trump s tax reform plan should primarily focus on slashing the corporate tax rate to somewhere between 15 and 20,fake
donald trump is making a key speech on the economy and his plan to turn it around it might not be what liberals want but it s a pro growth plan with deregulation and lower taxes you gotta love that trump has promised to unveil a new policy agenda for revitalizing the american economy in a speech monday at the detroit economic club the plan will include major changes to u s energy policy that will make the country the biggest producer in the world of oil and gas as well as coal moore said read more bloomberg,fake
the most ominous sign is that hillary s losing to a 74 year old socialist these bernie beatings are taking a toll,fake
this is not a fluke after years of towing the union line life long democrat union members are switching their allegiance to trump a recent afl cio poll found that trump has more support than hillary and bernie sanders combined,fake
the dhs has announced that they ll be raiding places that house illegals and deporting them this could get ugly and it will only garner sympathy for the illegal aliens who ve broken federal law by crossing our border over 10 000 illegal minors came across our border in sept oct which is a record for this time of year the big question in all of this would have to be why jeh johnson s rules for deportation have been so lenient because of his leniency word has gotten back to central america that you can just surrender to border patrol and you re in now we have millions and millions of illegals who re roaming around america and we have no clue who they are the sanctuary movement is taking it upon themselves to bring in and protect illegals while putting americans in danger thousands of criminal illegal aliens were simply released last year yes obama let them go all americans are in danger from this open border policy and those in the church community should go to jail for aiding this invasion of our southern border leaders of the church based sanctuary movement vowed on friday to offer their places of worship as refuge for immigrants facing deportation under an obama administration crackdown on central american families who entered the united states illegally the statement came two days after the washington post first reported the u s government was planning a series of raids to remove hundreds of undocumented families as early as january in the first such large scale effort targeting the recent flood of border crossers the department of homeland security preparations to intensify deportations of central american migrants confirmed by u s government sources drew immediate fire from democratic presidential candidates and human rights groups leaders of the multi denominational sanctuary movement which has sheltered at least 10 immigrants from deportation over the past 18 months joined in the criticism on friday alluding to the biblical nativity story of mary and joseph seeking refuge before the birth of jesus as pastors we know that each and every family is a holy family said the rev alison harrington pastor of southside presbyterian church in tucson arizona we open our doors to today s josephs and marys the gift we have to offer on christmas day is the gift of sanctuary the sanctuary movement which harrington said encompasses about 50 congregations in a dozen u s cities made headlines in january by providing refuge in philadelphia to a honduran woman whose two children were born in the united states she ultimately won a two year reprieve from deportation the rev noel anderson a coordinator for the affiliated church world service put the overall number of congregations supporting the sanctuary network at about 300 in more than 20 states nationwide immigrants from el salvador guatemala and nicaragua have been streaming into the united states from mexico by the thousands since early 2014 many of them unaccompanied minors and families fleeing extreme poverty gangs and drug violence in their home countries most were detained after turning themselves in at the border seeking asylum but were released to surrounding communities after initial screening to await further proceedings a 2008 u s anti human tracking law bars undocumented central american children from being summarily sent back as they could be if they were from mexico or canada government sources speaking on condition of anonymity have said the new campaign by the u s immigration and customs enforcement ice agency marks an expansion from mostly targeting individuals to pursuing families with undocumented members who have already been ordered to leave asked why the agency was singling out families a spokesperson said the crackdown focused on individuals who pose a threat to national security public safety and border security whether alone or with family members support for the move came from u s senate homeland security committee chairman ron johnson a wisconsin republican who said it would help eliminate the incentive that results from allowing 95 6 percent of these illegal immigrants to stay harrington said she feared the crackdown will ensnare many who lacked sufficient time or legal representation to prepare asylum claims and were too quickly put through the system,fake
so far the supreme court has not prevented one single unconstitutional act committed by obama is there any reason to believe they will stop the invasion of illegals to save america and the american worker the supreme court agreed tuesday to review president obama s plan to shield up to 5 million illegal immigrants from deportation after lower courts blocked the president s sweeping executive actions from taking effect the decision sets up an election year clash over the controversial plan that many republicans have likened to amnesty the justices said tuesday they will consider undoing lower court rulings that blocked the plan from taking effect the obama administration had appealed to the supreme court last fall the decision to review the case may be welcome on both sides of the aisle republican sen orrin hatch of utah issued a statement praising the court for taking it on and urging the justices to rule against the administration president obama s executive action is an affront to our system of republican self government hatch said the constitution vests legislative authority in congress not the president with his actions president obama has attempted to bypass the constitutionally ordained legislative process and rewrite the law unilaterally the case probably will be argued in april and decided by late june about a month before both parties presidential nominating conventions the issue of illegal immigration has taken a center stage role in the republican primary battle as donald trump calls for a wall between the u s and mexico and candidates spar over who is toughest on the issue the immigrants who would benefit from the obama administration s plan are mainly the parents of u s citizens and lawful permanent residents but more than two dozen mostly republican led states challenged obama s executive actions after they were rolled out in 2014 and the plan has been tied up in litigation ever since critics say the plan is unconstitutional shortly before the administration took the case to the supreme court the 5th u s circuit court of appeals ruled in favor of the states in early november solicitor general donald verrilli jr later said in a court filing that allowing those rulings to stand would force millions of people to continue to work off the books without the option of lawful employment to provide for their families at issue is the deferred action for parents of americans program which obama said would allow people who have been in the united states more than five years and who have children who are in the country legally to come out of the shadows and get right with the law via fox news,fake
the washington post nearly a third of territory reclaimed from the islamic state in iraq and syria since 2014 has been won in the past six months due to new policies adopted by the trump administration a senior state department official said friday brett mcgurk the state department s senior envoy to the anti islamic state coalition said that steps president trump has taken including delegating decision making authority down from the white house to commanders in the field have dramatically accelerated gains against the militants combined islamic state losses in both countries since the group s peak control in early 2015 total about 27 000 square miles of territory 78 percent of militant holdings in iraq and 58 percent in syria about 8 000 square miles have been reclaimed under trump mcgurk said in a briefing for reporters although the trump administration has yet to announce its new strategy for the campaign against the islamic state mcgurk cited key changes under trump in addition to the delegation of decision making authority which he said has allowed much greater responsiveness to opportunities and changing circumstances he cited a campaign of annihilation that has concentrated on surrounding cities held by the militants before launching offensives to ensure that no militants will escape he said the 2 000 militants remaining in raqqa most likely will die in raqqa the united nations has estimated that 25 000 civilians also remain in the city mcgurk who held the same job in the obama administration also cited renewed administration efforts to increase burden sharing from the coalition among what he said were 73 countries most of them do not contribute to the warfighting but are expected to help with stabilization efforts in cleared areas including in the iraqi city of mosul where u s backed iraq security forces declared victory over the islamic state last month,fake
another winner for america and for president trump the supreme court ruled in favor of the travel ban guess who voted against it justices ruth bader ginsburg and sonia sotomayor said they would have left the lower court orders in place is anyone surprised by the two lefty judges not us fox news reports handing the white house a huge judicial victory the u s supreme court on monday ruled in favor of president trump s travel ban affecting residents of six majority muslim countries the justices said the policy can take full effect despite multiple legal challenges against it that haven t yet made their way through the court system the ban applies to people from syria chad iran libya somalia and yemen lower courts had said people from those countries with a bona fide relationship with someone in the united states could not be prevented from entry grandparents and cousins were among the relatives courts said could not be excluded the nine member high court said in two one page orders late monday afternoon that lower court rulings that partly blocked the ban should be put on hold while appeals courts in richmond va and san francisco take up the case liberal leaning justices ruth bader ginsburg and sonia sotomayor said they would have left the lower court orders in place both courts are scheduled to hear arguments in those cases this week both courts are also dealing with the issue on an accelerated basis and the supreme court noted it expects those courts to reach decisions with appropriate dispatch quick resolution by appellate courts would allow the supreme court to hear and decide the issue this term by the end of june trump s travel ban has been challenged in separate lawsuits by hawaii and the american civil liberties union both have argued the ban discriminates against muslims and should not go into effect under immigration laws,fake
the anti establishment tide is rolling across europe you really can t blame the citizens for being furious at their leaders for allowing the invasion of muslim immigrants into their hometowns and major cities if this sentiment catches fire in america this summer it will not likely bode well for crooked hillary at the polls in november given that trump is the ultimate non establishment politician history professor gudni johannesson won iceland s presidential election after riding a wave of anti establishment sentiment final results showed sunday although the vote was eclipsed by the country s eagerly anticipated euro football match the political newcomer who won with 39 1 percent of votes was trailed by businesswoman halla tomasdottir also without party affiliation who took 29 4 percent according to results announced on public television channel ruv johannesson only decided to run for the presidency after the so called panama papers leak in april which detailed offshore accounts and implicated several senior icelandic politicians including the prime minister who was forced to resign throughout the campaign johannesson emphasised his non partisan vision of the presidency and vowed to restore faith in the political system after years of public anger toward politicians over scandals and financial woes the victory was especially sweet for the history professor and political commentator who has never held public office and has no party affiliation as he celebrated his 48th birthday sunday david oddsson a former conservative prime minister who had been johannesson s closest rival throughout most of the campaign garnered just 13 percent of votes the representative of the old era has been rejected people are looking to the future university of akureyri political science professor gretar eythorsson told afp the president in iceland holds a largely ceremonial position more important legislative elections are due in the autumn but the outrage that fuelled mass street protests in april and led to ousting of premier sigmundur david gunnlaugsson appeared to have dissipated somewhat as euphoria erupted over the icelandic football squad achieving a historic feat in the euro 2016 football tournament a north atlantic island of just 334 000 people iceland beat austria 2 1 on wednesday to qualify for the last 16 in its first major international competition and will face off against england on monday britain s vote to leave the european union also headlined the news on the eve of the election in iceland which itself had applied for eu membership in 2009 after suffering a devastating financial crisis in 2008 but abandoned the bid six years later like most of iceland s voters johannesson is opposed to eu membership via yahoo news,fake
is the european gravy train finally coming to an end the danish parliament is considering a bill to seize migrants valuables to pay for their benefits the leftists are very upset about this commonsense legislation daily sabah reported a controversial danish bill to seize migrants valuables to pay for their stay in asylum centers looks set to pass in parliament after the government on tuesday secured a parliamentary majority parliament was set to begin a series of debates on the bill yesterday ahead of a vote on jan 26 faced with a storm of criticism prime minister lars lokke rasmussen whose right wing venstre party is behind the plan called it the most misunderstood bill in denmark s history his minority government and its right wing allies the far right danish people s party dpp the liberal alliance and the conservative people s party reached an agreement on the bill on tuesday with the opposition social democrats meaning it is now supported by a majority of parties in parliament the amended bill would allow danish authorities to seize migrants cash exceeding 10 000 kroner 1 450 as well as any individual items valued at more than 10 000 kroner via gateway pundit,fake
21st century wire says a group of top silicon valley tech companies have filed a rare legal brief stating trump administration s executive order on immigration is discriminatory and departs dramatically from the principles that have governed our immigration law for decades this legal filing follows the report friday when a federal judge issued a temporarily restraining order blocking us border patrol customs and immigration services from enforcing president trump s recent executive order which bars entry to the u s to anyone coming from seven majority muslim countries this story and the leaked text of the legal challenge was a washington post exclusive on sunday elizabeth dwoskin washington postsilicon valley is stepping up its confrontation with the trump administration on sunday night google facebook uber twitter netflix and other prominent tech companies are planning to file legal brief opposing the administration s contentious entry ban according to people familiar with the matter the amicus brief is expected to be filed with the u s court of appeals for the 9th circuit which is expected to rule within a few days on an appeal by the administration after a federal judge in seattle issued late friday a temporary restraining order putting the entry ban on hold the brief comes at the end of a week of nationwide protests against the plan as well as a flurry of activity in silicon valley a region that sees immigration as central to its identity as an innovation hub companies backing the filing also include pinterest yelp square reddit kickstarter github glassdoor box mozilla dropbox twilio zynga medium pinterest and salesforce according to the sources who spoke on the condition of anonymity because the filing was still being finalized sunday notably it doesn t appear that apple amazon or microsoft are party to the brief the sources cautioned that the wording of the brief and the participants could still change before the filing is made sunday night a draft of the filing says that the entry ban which barred individuals from seven majority muslim countries from entering the u s for at least 90 days and suspended the u s refugee program is discriminatory the order effects a sudden seismic shift in the rules governing entry into the united states and it departs dramatically from the principles that have governed our immigration law for decades a draft obtained by the washington post reads the order discriminates on the basis of national origin and religion it closes our borders to the world s most vulnerable people such as those fleeing the devastation of war and it establishes discretionary and arbitrary rules for admission to this country even by immigrants who have lived here lawfully for years continue this story at the washington postread more immigration ban news at 21st century wire immigration files,fake
the most crooked person to ever run for president the obama administration is moving to dismiss charges against an arms dealer it had accused of selling weapons that were destined for libyan rebels lawyers for the justice department on monday filed a motion in federal court in phoenix to drop the case against the arms dealer an american named marc turi whose lawyers also signed the motion the deal averts a trial that threatened to cast additional scrutiny on hillary clinton s private emails as secretary of state and to expose reported central intelligence agency attempts to arm rebels fighting libyan leader moammar qadhafi government lawyers were facing a wednesday deadline to produce documents to turi s legal team and the trial was officially set to begin on election day although it likely would have been delayed by protracted disputes about classified information in the case a turi associate asserted that the government dropped the case because the proceedings could have embarrassed clinton and president barack obama by calling attention to the reported role of their administration in supplying weapons that fell into the hands of islamic extremist militants they don t want this stuff to come out because it will look really bad for obama and clinton just before the election said the associate in the dismissal motion prosecutors say discovery rulings from u s district court judge david campbell contributed to the decision to drop the case the joint motion asks the judge to accept a confidential agreement to resolve the case through a civil settlement between the state department and the arms broker our position from the outset has been that this case never should have been brought and we re glad it s over said jean jacques cabou a perkins coie partner serving as court appointed defense counsel in the case mr turi didn t break the law we re very glad the charges are being dismissed under the deal turi admits no guilt in the transactions he participated in but he agreed to refrain from u s regulated arms dealing for four years a 200 000 civil penalty will be waived if turi abides by the agreement a state department official confirmed the outlines of the agreement mr turi cooperated with the department s directorate of defense trade controls in its review and proposed administrative settlement of the alleged violations said the official who asked not be named based on a compliance review ddtc alleged that mr turi engaged in brokering activities for the proposed transfer of defense articles to libya a proscribed destination under arms trade regulations despite the department s denial of requests for the required prior approval of such activities turi adviser robert stryk of the government relations and consulting firm spg accused the government of trying to scapegoat turi to cover up clinton s mishandling of libya the u s government spent millions of dollars went all over the world to bankrupt him and destroyed his life all to protect hillary clinton s crimes he said alluding to the deadly sept 11 2012 terrorist attack on the u s consulate in benghazi libya read more politico,fake
